filename,filepath,class,test_block,granica_na,pozicija,tacno,predikcija,tacan_pogodak
frame4503.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4503.jpg,neither,90,kraju,daleko,neither,neither,True
frame4504.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4504.jpg,neither,90,kraju,daleko,neither,neither,True
frame4800.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4800.jpg,both,96,pocetku,blizu,both,both,True
frame4801.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4801.jpg,both,96,pocetku,blizu,both,tom,False
frame4802.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4802.jpg,both,96,pocetku,blizu,both,both,True
frame4803.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4803.jpg,neither,96,pocetku,blizu,neither,neither,True
frame4804.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4804.jpg,jerry,96,pocetku,blizu,jerry,neither,False
frame4845.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4845.jpg,jerry,96,pocetku,daleko,jerry,jerry,True
frame4846.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4846.jpg,jerry,96,pocetku,daleko,jerry,jerry,True
frame4847.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4847.jpg,tom,96,pocetku,daleko,tom,tom,True
frame4848.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4848.jpg,tom,96,pocetku,daleko,tom,tom,True
frame4849.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4849.jpg,tom,96,pocetku,daleko,tom,tom,True
frame4845.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4845.jpg,jerry,96,kraju,blizu,jerry,jerry,True
frame4846.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4846.jpg,jerry,96,kraju,blizu,jerry,jerry,True
frame4847.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4847.jpg,tom,96,kraju,blizu,tom,tom,True
frame4848.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4848.jpg,tom,96,kraju,blizu,tom,tom,True
frame4849.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4849.jpg,tom,96,kraju,blizu,tom,tom,True
frame4800.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4800.jpg,both,96,kraju,daleko,both,both,True
frame4801.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4801.jpg,both,96,kraju,daleko,both,tom,False
frame4802.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_1/frame4802.jpg,both,96,kraju,daleko,both,both,True
frame4803.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4803.jpg,neither,96,kraju,daleko,neither,neither,True
frame4804.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4804.jpg,jerry,96,kraju,daleko,jerry,neither,False
frame5150.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5150.jpg,neither,103,pocetku,blizu,neither,neither,True
frame5151.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5151.jpg,neither,103,pocetku,blizu,neither,neither,True
frame5152.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame5152.jpg,jerry,103,pocetku,blizu,jerry,jerry,True
frame5153.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame5153.jpg,jerry,103,pocetku,blizu,jerry,jerry,True
frame5154.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame5154.jpg,jerry,103,pocetku,blizu,jerry,jerry,True
frame5195.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5195.jpg,neither,103,pocetku,daleko,neither,neither,True
frame5196.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5196.jpg,neither,103,pocetku,daleko,neither,neither,True
frame5197.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5197.jpg,neither,103,pocetku,daleko,neither,neither,True
frame5198.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5198.jpg,neither,103,pocetku,daleko,neither,neither,True
frame5199.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame5199.jpg,neither,103,pocetku,daleko,neither,neither,True
